snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,Is there a documentation source?,list of sources (separated by semicolon),main source,is the fix mentioned?,How is the fix mentioned? (initial codes); separated by semicolon,How is the fix mentioned? (final codes); separated by semicolon,is there unrelated change mentioned?,is breaking change mentioned?,how the breaking change is mentioned? (initial codes); separated by semicolon,how the breaking change is mentioned? (final codes); separated by semicolon,Additional Comments
SNYK-DOTNET-MICROSOFTNETCOREAPP-174710,Denial of Service (DoS),NuGet,microsoft.netcore.app,2.1.11,https://github.com/aspnet/AspNetCore,not found through script,https://github.com/aspnet/AspNetCore/blob/master/src/Identity/samples/IdentitySample.Mvc/Views/Manage/ChangePassword.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Identity/UI/src/Areas/Identity/Pages/V4/Account/ConfirmEmailChange.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Identity/UI/src/Areas/Identity/Pages/V4/Account/Manage/ChangePassword.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Installers/Debian/tools/templates/debian/changelog ; https://github.com/aspnet/AspNetCore/blob/master/src/Security/samples/Identity.ExternalClaims/Pages/Account/Manage/ChangePassword.cshtml,https://snyk.io/vuln/SNYK-DOTNET-MICROSOFTNETCOREAPP-174710,Y,,changelog,Y,security notice; cve mention; vuln type,Security notice; Advisory reference; Vulnerability description,Y,N,,,
SNYK-DOTNET-MICROSOFTNETCOREAPP-174710,Denial of Service (DoS),NuGet,microsoft.netcore.app,2.2.5,https://github.com/aspnet/AspNetCore,not found through script,https://github.com/aspnet/AspNetCore/blob/master/src/Identity/samples/IdentitySample.Mvc/Views/Manage/ChangePassword.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Identity/UI/src/Areas/Identity/Pages/V4/Account/ConfirmEmailChange.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Identity/UI/src/Areas/Identity/Pages/V4/Account/Manage/ChangePassword.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Installers/Debian/tools/templates/debian/changelog ; https://github.com/aspnet/AspNetCore/blob/master/src/Security/samples/Identity.ExternalClaims/Pages/Account/Manage/ChangePassword.cshtml,https://snyk.io/vuln/SNYK-DOTNET-MICROSOFTNETCOREAPP-174710,Y,,changelog,Y,security notice; cve mention; vuln type,Security notice; Advisory reference; Vulnerability description,Y,N,,,
SNYK-DOTNET-MICROSOFTNETCOREAPP-541848,Remote Code Execution (RCE),NuGet,microsoft.netcore.app,3.0.2,https://github.com/aspnet/AspNetCore,https://github.com/dotnet/aspnetcore/releases/tag/v3.0.2,https://github.com/aspnet/AspNetCore/blob/master/src/Identity/samples/IdentitySample.Mvc/Views/Manage/ChangePassword.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Identity/UI/src/Areas/Identity/Pages/V4/Account/ConfirmEmailChange.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Identity/UI/src/Areas/Identity/Pages/V4/Account/Manage/ChangePassword.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Installers/Debian/tools/templates/debian/changelog ; https://github.com/aspnet/AspNetCore/blob/master/src/Security/samples/Identity.ExternalClaims/Pages/Account/Manage/ChangePassword.cshtml,https://snyk.io/vuln/SNYK-DOTNET-MICROSOFTNETCOREAPP-541848,Y,,changelog,Y,security notice; cve mention; vuln type,Security notice; Advisory reference; Vulnerability description,Y,N,,,
SNYK-DOTNET-MICROSOFTNETCOREAPP-541848,Remote Code Execution (RCE),NuGet,microsoft.netcore.app,3.1.1,https://github.com/aspnet/AspNetCore,https://github.com/dotnet/aspnetcore/releases/tag/v3.1.1,https://github.com/aspnet/AspNetCore/blob/master/src/Identity/samples/IdentitySample.Mvc/Views/Manage/ChangePassword.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Identity/UI/src/Areas/Identity/Pages/V4/Account/ConfirmEmailChange.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Identity/UI/src/Areas/Identity/Pages/V4/Account/Manage/ChangePassword.cshtml ; https://github.com/aspnet/AspNetCore/blob/master/src/Installers/Debian/tools/templates/debian/changelog ; https://github.com/aspnet/AspNetCore/blob/master/src/Security/samples/Identity.ExternalClaims/Pages/Account/Manage/ChangePassword.cshtml,https://snyk.io/vuln/SNYK-DOTNET-MICROSOFTNETCOREAPP-541848,Y,,changelog,Y,security notice; cve mention; vuln type,Security notice; Advisory reference; Vulnerability description,Y,N,,,
SNYK-DOTNET-MICROSOFTZ3X64-1063225,Use After Free,NuGet,microsoft.z3.x64,4.8.10,https://github.com/Z3Prover/z3,https://github.com/Z3Prover/z3/releases/tag/z3-4.8.10,https://github.com/Z3Prover/z3/blob/master/RELEASE_NOTES,https://snyk.io/vuln/SNYK-DOTNET-MICROSOFTZ3X64-1063225,Y,,changelog,N,,,Y,N,,,
SNYK-DOTNET-NPGSQL-469157,SQL Injection,NuGet,npgsql,2.2.6,https://github.com/npgsql/npgsql,https://github.com/npgsql/npgsql/releases/tag/v2.2.6,no changlog found in script,https://snyk.io/vuln/SNYK-DOTNET-NPGSQL-469157,Y,,github release note,Y,vuln type; PR reference; affected version,Vulnerability description; Fix reference; Affected version listed,Y,N,,,
SNYK-DOTNET-PERSONNUMMER-674156,Improper Input Validation,NuGet,personnummer,3.0.2,https://github.com/personnummer/csharp,https://github.com/personnummer/csharp/releases/tag/3.0.2,no changlog found in script,https://snyk.io/vuln/SNYK-DOTNET-PERSONNUMMER-674156,Y,,github release note,N,,,N,N,,,
SNYK-DOTNET-PETEROCBOR-536078,Denial of Service (DoS),NuGet,petero.cbor,4.0.0,https://github.com/peteroupc/CBOR,https://github.com/peteroupc/CBOR/releases/tag/v4.0.0,https://github.com/peteroupc/CBOR/blob/master/History.md,https://snyk.io/vuln/SNYK-DOTNET-PETEROCBOR-536078,Y,,changelog,N,,,Y,N,,,major version but with very little change
SNYK-DOTNET-SYSTEMDATASQLITECORE-60236,Memory Corruption,NuGet,system.data.sqlite.core,1.0.94.0,https://github.com/dotnet/corefx,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-DOTNET-SYSTEMDATASQLITECORE-60236,N,,,,,,,,,,
SNYK-DOTNET-TINYMCE-1056410,Cross-site Scripting (XSS),NuGet,tinymce,5.6.0,https://github.com/tinymce/tinymce,not found through script,https://github.com/tinymce/tinymce/blob/master/modules/agar/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/alloy/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/katamari/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/tinymce/CHANGELOG.md,https://snyk.io/vuln/SNYK-DOTNET-TINYMCE-1056410,Y,,homepage announcement,Y,security mention; vuln type; risk explanation,Security notice; Vulnerability description,Y,N,,,
SNYK-DOTNET-TINYMCE-568936,Cross-site Scripting (XSS),NuGet,tinymce,4.9.7,https://github.com/tinymce/tinymce,not found through script,https://github.com/tinymce/tinymce/blob/master/modules/agar/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/alloy/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/katamari/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/tinymce/CHANGELOG.md,https://snyk.io/vuln/SNYK-DOTNET-TINYMCE-568936,Y,,changelog,Y,explanation of vulnerability,Vulnerability description,Y,N,,,change release log practice in v5
SNYK-DOTNET-TINYMCE-568936,Cross-site Scripting (XSS),NuGet,tinymce,5.1.4,https://github.com/tinymce/tinymce,not found through script,https://github.com/tinymce/tinymce/blob/master/modules/agar/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/alloy/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/katamari/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/tinymce/CHANGELOG.md,https://snyk.io/vuln/SNYK-DOTNET-TINYMCE-568936,Y,,homepage announcement,Y,security mention;  risk explanation,Security notice; Vulnerability description,Y,N,,,
SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDUTILOIDC-572378,Cross-site Scripting (XSS),Go,github.com/argoproj/argo-cd/util/oidc,1.5.8,https://github.com/argoproj/argo-cd,https://github.com/argoproj/argo-cd/releases/tag/v1.5.8,https://github.com/argoproj/argo-cd/blob/master/CHANGELOG.md ; https://github.com/argoproj/argo-cd/blob/master/docs/user-guide/commands/argocd_app_history.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDUTILOIDC-572378,Y,,changelog,Y,pr reference,Fix reference,Y,N,,,
SNYK-GOLANG-GITHUBCOMARTDAREKGOUNZIP-559505,Arbitrary File Write via Archive Extraction (Zip Slip),Go,github.com/artdarek/go-unzip,1.0.0,https://github.com/artdarek/go-unzip,https://github.com/artdarek/go-unzip/releases/tag/v1.0.0,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARTDAREKGOUNZIP-559505,N,,,,,,,,,,
SNYK-GOLANG-GITHUBCOMCODECLYSMEXTRACT-608493,Arbitrary File Write via Archive Extraction (Zip Slip),Go,github.com/codeclysm/extract,3.0.1,https://github.com/codeclysm/extract,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCODECLYSMEXTRACT-608493,Y,,github release note,Y,vuln mention; type,Security notice; Vulnerability description,N,N,,,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSE-598373,Authentication Bypass,Go,github.com/concourse/concourse,6.3.1,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v6.3.1,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSE-598373,Y,,github release note,,,,,,,,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSE-598373,Authentication Bypass,Go,github.com/concourse/concourse,6.4.1,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v6.4.1,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSE-598373,Y,,github release note,Y,security tag; summary of vuln and fix,Secuirty notice; Fix reference; vulnerability description,N,N,,,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.2.8,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.2.8,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Y,,github release note,Y,cve mention; risk explanation,Advisory reference; Vulnerability description,Y,N,,,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.4.0,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.4.0,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Y,,github release note,N,,,Y,N,feture braking tag; api change; code change explained; pr referenced,breaking change notice; affected apis listed; code change referenced,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.5.10,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.5.10,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Y,,github release note,Y,cve mention; risk explanation,Advisory reference; Vulnerability description,N,N,,,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.7.2,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.7.2,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Y,,github release note,N,,,Y,N,,,why no mention in some cases?
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.8.1,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.8.1,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Y,,github release note,Y,cve mention; risk explanation,Advisory reference; Vulnerability description,Y,N,,,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,manual checkup needed,https://github.com/concourse/concourse,,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,disregard,,,,,,,,,,
SNYK-GOLANG-GITHUBCOMDINEVERGOLF-598768,Cryptographic Issues,Go,github.com/dinever/golf,0.3.0,https://github.com/dinever/golf,https://github.com/dinever/golf/releases/tag/v0.3.0,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMDINEVERGOLF-598768,Y,,github release note ,N,,,Y,N,,,
SNYK-GOLANG-GITHUBCOMELASTICAPMAGENTGO-1071905,Information Disclosure,Go,github.com/elastic/apm-agent-go,1.11.0,https://github.com/elastic/apm-agent-go,https://github.com/elastic/apm-agent-go/releases/tag/v1.11.0,https://github.com/elastic/apm-agent-go/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMELASTICAPMAGENTGO-1071905,Y,homepage announcement - https://www.elastic.co/guide/en/apm/agent/go/current/release-notes-1.x.html,github release note ,Y,cve mention,Advisory reference,Y,N,,,the homepage announcement leaves out the cve part
SNYK-GOLANG-GITHUBCOMELASTICBEATSPACKETBEATPROTOSPGSQL-50076,Denial of Service (DoS),Go,github.com/elastic/beats/packetbeat/protos/pgsql,6.5.4,https://github.com/elastic/beats,https://github.com/elastic/beats/releases/tag/v6.5.4,https://github.com/elastic/beats/blob/master/generator/_templates/beat/CHANGELOG.md ; https://github.com/elastic/beats/blob/master/generator/_templates/metricbeat/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMELASTICBEATSPACKETBEATPROTOSPGSQL-50076,Y,,changelog,N,,,Y,N,,,
SNYK-GOLANG-GITHUBCOMETHEREUMGOETHEREUMCONSENSUS-1045351,Incorrect Calculation,Go,github.com/ethereum/go-ethereum/consensus,1.9.24,https://github.com/ethereum/go-ethereum,https://github.com/ethereum/go-ethereum/releases/tag/v1.9.24,https://github.com/ethereum/go-ethereum/blob/master/cmd/clef/extapi_changelog.md ; https://github.com/ethereum/go-ethereum/blob/master/cmd/clef/intapi_changelog.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMETHEREUMGOETHEREUMCONSENSUS-1045351,Y,,github release note ,Y,pr reference,Fix reference,Y,N,,,"updating dependency which has a critical impact on the package; ""Geth v1.9.24 is a security release. It is built with Go v1.15.5, fixing CVE-2020-28362, which has a critical impact for Ethereum"" which is not actually listed on snyk"
SNYK-GOLANG-GITHUBCOMETHEREUMGOETHEREUMCOREVM-1045822,Incorrect Calculation,Go,github.com/ethereum/go-ethereum/core/vm,1.19.7,https://github.com/ethereum/go-ethereum,not found through script,https://github.com/ethereum/go-ethereum/blob/master/cmd/clef/extapi_changelog.md ; https://github.com/ethereum/go-ethereum/blob/master/cmd/clef/intapi_changelog.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMETHEREUMGOETHEREUMCOREVM-1045822,N,,,,,,,,,,
SNYK-GOLANG-GITHUBCOMGINGONICGIN-535024,Improper Input Validation,Go,github.com/gin-gonic/gin,0.5,https://github.com/gin-gonic/gin,not found through script,https://github.com/gin-gonic/gin/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGINGONICGIN-535024,Y,,changelog,Y,security bug; risk explanation,Security notice; Vulnerability description,Y,N,,,
SNYK-GOLANG-GITHUBCOMGOAAHAAH-559113,Directory Traversal,Go,github.com/go-aah/aah,0.12.4,https://github.com/go-aah/aah,https://github.com/go-aah/aah/releases/tag/v0.12.4,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOAAHAAH-559113,Y,,github release note,Y,pr reference,Fix reference,N,N,,,
SNYK-GOLANG-GITHUBCOMGOADESIGNGOA-536317,Directory Traversal,Go,github.com/goadesign/goa,1.4.3,https://github.com/goadesign/goa,not found through script,https://github.com/goadesign/goa/blob/master/RELEASE.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOADESIGNGOA-536317,N,,,,,,,,,,
SNYK-GOLANG-GITHUBCOMGOADESIGNGOA-536317,Directory Traversal,Go,github.com/goadesign/goa,2.0.10,https://github.com/goadesign/goa,not found through script,https://github.com/goadesign/goa/blob/master/RELEASE.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOADESIGNGOA-536317,N,,,,,,,,,,
SNYK-GOLANG-GITHUBCOMGOADESIGNGOA-536317,Directory Traversal,Go,github.com/goadesign/goa,3.0.9,https://github.com/goadesign/goa,not found through script,https://github.com/goadesign/goa/blob/master/RELEASE.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOADESIGNGOA-536317,N,,,,,,,,,,
SNYK-GOLANG-GITHUBCOMGOGITEAGITEA-559123,Cross-site Request Forgery (CSRF),Go,github.com/go-gitea/gitea,1.11.2,https://github.com/go-gitea/gitea,https://github.com/go-gitea/gitea/releases/tag/v1.11.2,https://github.com/go-gitea/gitea/blob/master/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/options/license/Newsletr ; https://github.com/go-gitea/gitea/blob/master/vendor/code.gitea.io/gitea-vet/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/dgrijalva/jwt-go/VERSION_HISTORY.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/editorconfig/editorconfig-core-go/v2/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/fsnotify/fsnotify/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/go-chi/chi/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/go-redis/redis/v8/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/go-sql-driver/mysql/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/go-testfixtures/testfixtures/v3/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/magiconair/properties/,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOGITEAGITEA-559123,Y,,github release note,Y,security mention; pr reference,Security notice; Fix reference,Y,Y,breaking notice; pr reference,breaking change notice; code change referenced,a lot of security fixes; do they all have a CVE?
